last_name,first_name,middle_name,nickname,full_name,birthday,chamber,state,party,url,address,phone,contact_form
Nunes,Devin,G.,,Devin Nunes,1973-10-01,rep,CA,Republican,https://nunes.house.gov,1013 Longworth House Office Building Washington DC 20515-0522,202-225-2523,
Palazzo,Steven,M.,,Steven M. Palazzo,1970-02-21,rep,MS,Republican,https://palazzo.house.gov,2349 Rayburn House Office Building Washington DC 20515-2404,202-225-5772,
Pallone,Frank,J.,,"Frank Pallone, Jr.",1951-10-30,rep,NJ,Democrat,https://pallone.house.gov,2107 Rayburn House Office Building Washington DC 20515-3006,202-225-4671,
Pascrell,Bill,J.,,"Bill Pascrell, Jr.",1937-01-25,rep,NJ,Democrat,https://pascrell.house.gov,2409 Rayburn House Office Building Washington DC 20515-3009,202-225-5751,
Paul,Rand,,,Rand Paul,1963-01-07,sen,KY,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343,https://www.paul.senate.gov/connect/email-rand
Pelosi,Nancy,,,Nancy Pelosi,1940-03-26,rep,CA,Democrat,https://pelosi.house.gov,1236 Longworth House Office Building Washington DC 20515-0512,202-225-4965,
Perlmutter,Ed,,,Ed Perlmutter,1953-05-01,rep,CO,Democrat,https://perlmutter.house.gov,1226 Longworth House Office Building Washington DC 20515-0607,202-225-2645,
Peters,Gary,C.,,Gary C. Peters,1958-12-01,sen,MI,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221,https://www.peters.senate.gov/contact/email-gary
Pingree,Chellie,,,Chellie Pingree,1955-04-02,rep,ME,Democrat,https://pingree.house.gov,2162 Rayburn House Office Building Washington DC 20515-1901,202-225-6116,
Portman,Robert,J.,Rob,Rob Portman,1955-12-19,sen,OH,Republican,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form
Posey,Bill,,,Bill Posey,1947-12-18,rep,FL,Republican,https://posey.house.gov,2150 Rayburn House Office Building Washington DC 20515-0908,202-225-3671,
Price,David,E.,,David E. Price,1940-08-17,rep,NC,Democrat,https://price.house.gov,2108 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,
Quigley,Mike,,,Mike Quigley,1958-10-17,rep,IL,Democrat,https://quigley.house.gov,2078 Rayburn House Office Building Washington DC 20515-1305,202-225-4061,
Reed,Tom,W.,,Tom Reed,1971-11-18,rep,NY,Republican,https://reed.house.gov,1203 Longworth House Office Building Washington DC 20515-3223,202-225-3161,
Rogers,Harold,,Hal,Harold Rogers,1937-12-31,rep,KY,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building Washington DC 20515-1705,202-225-4601,
Rogers,Mike,,,Mike Rogers,1958-07-16,rep,AL,Republican,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,
Roybal-Allard,Lucille,,,Lucille Roybal-Allard,1941-06-12,rep,CA,Democrat,https://roybal-allard.house.gov,2083 Rayburn House Office Building Washington DC 20515-0540,202-225-1766,
Rubio,Marco,,,Marco Rubio,1971-05-28,sen,FL,Republican,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact
Ruppersberger,C.,A. Dutch,,C. A. Dutch Ruppersberger,1946-01-31,rep,MD,Democrat,https://ruppersberger.house.gov,2206 Rayburn House Office Building Washington DC 20515-2002,202-225-3061,
Rush,Bobby,L.,,Bobby L. Rush,1946-11-23,rep,IL,Democrat,https://rush.house.gov,2188 Rayburn House Office Building Washington DC 20515-1301,202-225-4372,
Ryan,Tim,J.,,Tim Ryan,1973-07-16,rep,OH,Democrat,https://timryan.house.gov,1126 Longworth House Office Building Washington DC 20515-3513,202-225-5261,
Sablan,Gregorio,Kilili Camacho,,Gregorio Kilili Camacho Sablan,1955-01-19,rep,MP,Democrat,https://sablan.house.gov,2267 Rayburn House Office Building Washington DC 20515-5201,202-225-2646,
Sarbanes,John,P.,,John P. Sarbanes,1962-05-22,rep,MD,Democrat,https://sarbanes.house.gov,2370 Rayburn House Office Building Washington DC 20515-2003,202-225-4016,
Scalise,Steve,Joseph,,Steve Scalise,1965-10-06,rep,LA,Republican,https://scalise.house.gov,2049 Rayburn House Office Building Washington DC 20515-1801,202-225-3015,
Schakowsky,Janice,D.,Jan,Janice D. Schakowsky,1944-05-26,rep,IL,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building Washington DC 20515-1309,202-225-2111,
Schiff,Adam,B.,,Adam B. Schiff,1960-06-22,rep,CA,Democrat,https://schiff.house.gov,2309 Rayburn House Office Building Washington DC 20515-0528,202-225-4176,
Schrader,Kurt,,,Kurt Schrader,1951-10-19,rep,OR,Democrat,https://schrader.house.gov,2431 Rayburn House Office Building Washington DC 20515-3705,202-225-5711,
Schumer,Charles,E.,Chuck,Charles E. Schumer,1950-11-23,sen,NY,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck
Schweikert,David,,,David Schweikert,1962-03-03,rep,AZ,Republican,https://schweikert.house.gov,304 Cannon House Office Building Washington DC 20515-0306,202-225-2190,
Scott,Austin,,,Austin Scott,1969-12-10,rep,GA,Republican,https://austinscott.house.gov,2417 Rayburn House Office Building Washington DC 20515-1008,202-225-6531,
Scott,David,,,David Scott,1945-06-27,rep,GA,Democrat,https://davidscott.house.gov,468 Cannon House Office Building Washington DC 20515-1013,202-225-2939,
Scott,Robert,C.,Bobby,"Robert C. ""Bobby"" Scott",1947-04-30,rep,VA,Democrat,https://bobbyscott.house.gov,2328 Rayburn House Office Building Washington DC 20515-4603,202-225-8351,
Scott,Tim,,,Tim Scott,1965-09-19,sen,SC,Republican,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me
Sewell,Terri,A.,,Terri Sewell,1965-01-01,rep,AL,Democrat,https://sewell.house.gov,2201 Rayburn House Office Building Washington DC 20515-0107,202-225-2665,
Shelby,Richard,C.,,Richard C. Shelby,1934-05-06,sen,AL,Republican,https://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby
Sherman,Brad,J.,,Brad Sherman,1954-10-24,rep,CA,Democrat,https://sherman.house.gov,2181 Rayburn House Office Building Washington DC 20515-0530,202-225-5911,
Simpson,Michael,K.,Mike,Michael K. Simpson,1950-09-08,rep,ID,Republican,https://simpson.house.gov,2084 Rayburn House Office Building Washington DC 20515-1202,202-225-5531,
Sires,Albio,,,Albio Sires,1951-01-26,rep,NJ,Democrat,https://sires.house.gov,2268 Rayburn House Office Building Washington DC 20515-3008,202-225-7919,
Smith,Adam,,,Adam Smith,1965-06-15,rep,WA,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building Washington DC 20515-4709,202-225-8901,
Smith,Adrian,,,Adrian Smith,1970-12-19,rep,NE,Republican,https://adriansmith.house.gov,502 Cannon House Office Building Washington DC 20515-2703,202-225-6435,
Smith,Christopher,H.,Chris,Christopher H. Smith,1953-03-04,rep,NJ,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building Washington DC 20515-3004,202-225-3765,
Speier,Jackie,,,Jackie Speier,1950-05-14,rep,CA,Democrat,https://speier.house.gov,2465 Rayburn House Office Building Washington DC 20515-0514,202-225-3531,
Stivers,Steve,,,Steve Stivers,1965-03-24,rep,OH,Republican,https://stivers.house.gov,2234 Rayburn House Office Building Washington DC 20515-3515,202-225-2015,
Sánchez,Linda,T.,,Linda T. Sánchez,1969-01-28,rep,CA,Democrat,https://lindasanchez.house.gov,2329 Rayburn House Office Building Washington DC 20515-0538,202-225-6676,
Thompson,Bennie,G.,,Bennie G. Thompson,1948-01-28,rep,MS,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building Washington DC 20515-2402,202-225-5876,
Thompson,Mike,Michael,,Mike Thompson,1951-01-24,rep,CA,Democrat,https://mikethompson.house.gov,268 Cannon House Office Building Washington DC 20515-0505,202-225-3311,
Thompson,Glenn,,,Glenn Thompson,1959-07-27,rep,PA,Republican,https://thompson.house.gov,400 Cannon House Office Building Washington DC 20515-3815,202-225-5121,
Thune,John,,,John Thune,1961-01-07,sen,SD,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact
Tonko,Paul,,,Paul Tonko,1949-06-18,rep,NY,Democrat,https://tonko.house.gov,2369 Rayburn House Office Building Washington DC 20515-3220,202-225-5076,
Toomey,Patrick,J.,Pat,Patrick J. Toomey,1961-11-17,sen,PA,Republican,https://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254,https://www.toomey.senate.gov/?p=contact
Turner,Michael,R.,,Michael R. Turner,1960-01-11,rep,OH,Republican,https://turner.house.gov,2082 Rayburn House Office Building Washington DC 20515-3510,202-225-6465,
Upton,Fred,Stephen,,Fred Upton,1953-04-23,rep,MI,Republican,https://upton.house.gov,2183 Rayburn House Office Building Washington DC 20515-2206,202-225-3761,
Van Hollen,Chris,,,Chris Van Hollen,1959-01-10,sen,MD,Democrat,https://www.vanhollen.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-4654,http://www.vanhollen.senate.gov/contact/email
Velázquez,Nydia,M.,,Nydia M. Velázquez,1953-03-28,rep,NY,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building Washington DC 20515-3207,202-225-2361,
Walberg,Tim,,,Tim Walberg,1951-04-12,rep,MI,Republican,https://walberg.house.gov,2266 Rayburn House Office Building Washington DC 20515-2207,202-225-6276,
Wasserman Schultz,Debbie,,,Debbie Wasserman Schultz,1966-09-27,rep,FL,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building Washington DC 20515-0923,202-225-7931,
Waters,Maxine,,,Maxine Waters,1938-08-15,rep,CA,Democrat,https://waters.house.gov,2221 Rayburn House Office Building Washington DC 20515-0543,202-225-2201,
Webster,Daniel,,,Daniel Webster,1949-04-27,rep,FL,Republican,https://webster.house.gov,2184 Rayburn House Office Building Washington DC 20515-0911,202-225-1002,
Welch,Peter,,,Peter Welch,1947-05-02,rep,VT,Democrat,https://welch.house.gov,2187 Rayburn House Office Building Washington DC 20515-4500,202-225-4115,
Wilson,Joe,G.,,Joe Wilson,1947-07-31,rep,SC,Republican,https://joewilson.house.gov,1436 Longworth House Office Building Washington DC 20515-4002,202-225-2452,
Wilson,Frederica,S.,,Frederica S. Wilson,1942-11-05,rep,FL,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building Washington DC 20515-0924,202-225-4506,
Wittman,Robert,J.,,Robert J. Wittman,1959-02-03,rep,VA,Republican,https://wittman.house.gov,2055 Rayburn House Office Building Washington DC 20515-4601,202-225-4261,
Womack,Steve,,,Steve Womack,1957-02-18,rep,AR,Republican,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,
Wyden,Ron,,,Ron Wyden,1949-05-03,sen,OR,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/
Yarmuth,John,A.,,John A. Yarmuth,1947-11-04,rep,KY,Democrat,https://yarmuth.house.gov,402 Cannon House Office Building Washington DC 20515-1703,202-225-5401,
Young,Don,E.,,Don Young,1933-06-09,rep,AK,Republican,https://donyoung.house.gov,2314 Rayburn House Office Building Washington DC 20515-0200,202-225-5765,
Young,Todd,C.,,Todd Young,1972-08-24,sen,IN,Republican,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,https://www.young.senate.gov/contact
Amodei,Mark,E.,,Mark E. Amodei,1958-06-12,rep,NV,Republican,https://amodei.house.gov,104 Cannon House Office Building Washington DC 20515-2802,202-225-6155,
Bonamici,Suzanne,,,Suzanne Bonamici,1954-10-14,rep,OR,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building Washington DC 20515-3701,202-225-0855,
DelBene,Suzan,K.,,Suzan K. DelBene,1962-02-17,rep,WA,Democrat,https://delbene.house.gov,2330 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,
Massie,Thomas,,,Thomas Massie,1971-01-13,rep,KY,Republican,https://massie.house.gov,2453 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,
Payne,Donald,M.,,"Donald M. Payne, Jr.",1958-12-17,rep,NJ,Democrat,https://payne.house.gov,106 Cannon House Office Building Washington DC 20515-3010,202-225-3436,
Schatz,Brian,Emanuel,,Brian Schatz,1972-10-20,sen,HI,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,https://www.schatz.senate.gov/contact
Foster,Bill,,,Bill Foster,1955-10-07,rep,IL,Democrat,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,
Titus,Dina,,,Dina Titus,1950-05-23,rep,NV,Democrat,https://titus.house.gov,2464 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,
Cotton,Tom,,,Tom Cotton,1977-05-13,sen,AR,Republican,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom
Sinema,Kyrsten,,,Kyrsten Sinema,1976-07-12,sen,AZ,Democrat,https://www.sinema.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4521,https://www.sinema.senate.gov/contact-kyrsten
LaMalfa,Doug,,,Doug LaMalfa,1960-07-02,rep,CA,Republican,https://lamalfa.house.gov,408 Cannon House Office Building Washington DC 20515-0501,202-225-3076,
Huffman,Jared,,,Jared Huffman,1964-02-18,rep,CA,Democrat,https://huffman.house.gov,1527 Longworth House Office Building Washington DC 20515-0502,202-225-5161,
Bera,Ami,,,Ami Bera,1965-03-02,rep,CA,Democrat,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0507,202-225-5716,
Swalwell,Eric,,,Eric Swalwell,1980-11-16,rep,CA,Democrat,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0515,202-225-5065,
Brownley,Julia,,,Julia Brownley,1952-08-28,rep,CA,Democrat,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,
Cárdenas,Tony,,,Tony Cárdenas,1963-03-31,rep,CA,Democrat,https://cardenas.house.gov,2438 Rayburn House Office Building Washington DC 20515-0529,202-225-6131,
Ruiz,Raul,,,Raul Ruiz,1972-08-25,rep,CA,Democrat,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,
Takano,Mark,,,Mark Takano,1960-12-10,rep,CA,Democrat,https://takano.house.gov,420 Cannon House Office Building Washington DC 20515-0541,202-225-2305,
Lowenthal,Alan,S.,,Alan S. Lowenthal,1941-03-08,rep,CA,Democrat,https://lowenthal.house.gov,108 Cannon House Office Building Washington DC 20515-0547,202-225-7924,
Vargas,Juan,,,Juan Vargas,1961-03-07,rep,CA,Democrat,https://vargas.house.gov,2244 Rayburn House Office Building Washington DC 20515-0551,202-225-8045,
Peters,Scott,H.,,Scott H. Peters,1958-06-17,rep,CA,Democrat,https://scottpeters.house.gov,1201 Longworth House Office Building Washington DC 20515-0552,202-225-0508,
Frankel,Lois,,,Lois Frankel,1948-05-16,rep,FL,Democrat,https://frankel.house.gov,2305 Rayburn House Office Building Washington DC 20515-0921,202-225-9890,
Duckworth,Tammy,,,Tammy Duckworth,1968-03-12,sen,IL,Democrat,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,202-224-2854,https://www.duckworth.senate.gov/content/contact-senator
Davis,Rodney,,,Rodney Davis,1970-01-05,rep,IL,Republican,https://rodneydavis.house.gov,2079 Rayburn House Office Building Washington DC 20515-1313,202-225-2371,
Bustos,Cheri,,,Cheri Bustos,1961-10-17,rep,IL,Democrat,https://bustos.house.gov,1233 Longworth House Office Building Washington DC 20515-1317,202-225-5905,
Walorski,Jackie,,,Jackie Walorski,1963-08-17,rep,IN,Republican,https://walorski.house.gov,466 Cannon House Office Building Washington DC 20515-1402,202-225-3915,
Barr,Garland,,Andy,Andy Barr,1973-07-24,rep,KY,Republican,https://barr.house.gov,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,
Warren,Elizabeth,,,Elizabeth Warren,1949-06-22,sen,MA,Democrat,https://www.warren.senate.gov,309 Hart Senate Office Building Washington DC 20510,202-224-4543,https://www.warren.senate.gov/?p=email_senator
King,Angus,S.,,"Angus S. King, Jr.",1944-03-31,sen,ME,Independent,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,https://www.king.senate.gov/contact
Kildee,Daniel,T.,,Daniel T. Kildee,1958-08-11,rep,MI,Democrat,https://dankildee.house.gov,200 Cannon House Office Building Washington DC 20515-2205,202-225-3611,
Wagner,Ann,,,Ann Wagner,1962-09-13,rep,MO,Republican,https://wagner.house.gov,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,
Daines,Steve,,,Steve Daines,1962-08-20,sen,MT,Republican,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,https://www.daines.senate.gov/connect/email-steve
Hudson,Richard,,,Richard Hudson,1971-11-04,rep,NC,Republican,https://hudson.house.gov,2112 Rayburn House Office Building Washington DC 20515-3308,202-225-3715,
Cramer,Kevin,,,Kevin Cramer,1961-01-21,sen,ND,Republican,https://www.cramer.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-2043,https://www.cramer.senate.gov/contact/contact-kevin
Fischer,Deb,,,Deb Fischer,1951-03-01,sen,NE,Republican,https://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,http://www.fischer.senate.gov/public/index.cfm/contact
Kuster,Ann,M.,,Ann Kuster,1956-09-05,rep,NH,Democrat,https://kuster.house.gov,320 Cannon House Office Building Washington DC 20515-2902,202-225-5206,
Meng,Grace,,,Grace Meng,1975-10-01,rep,NY,Democrat,https://meng.house.gov,2209 Rayburn House Office Building Washington DC 20515-3206,202-225-2601,
Jeffries,Hakeem,S.,,Hakeem S. Jeffries,1970-08-04,rep,NY,Democrat,https://jeffries.house.gov,2433 Rayburn House Office Building Washington DC 20515-3208,202-225-5936,
Maloney,Sean,Patrick,,Sean Patrick Maloney,1966-07-30,rep,NY,Democrat,https://seanmaloney.house.gov,464 Cannon House Office Building Washington DC 20515-3218,202-225-5441,
Wenstrup,Brad,R.,,Brad R. Wenstrup,1958-06-17,rep,OH,Republican,https://wenstrup.house.gov,2419 Rayburn House Office Building Washington DC 20515-3502,202-225-3164,
Beatty,Joyce,,,Joyce Beatty,1950-03-12,rep,OH,Democrat,https://beatty.house.gov,2303 Rayburn House Office Building Washington DC 20515-3503,202-225-4324,
Joyce,David,P.,,David P. Joyce,1957-03-17,rep,OH,Republican,https://joyce.house.gov,2065 Rayburn House Office Building Washington DC 20515-3514,202-225-5731,
Mullin,Markwayne,,,Markwayne Mullin,1977-07-26,rep,OK,Republican,https://mullin.house.gov,2421 Rayburn House Office Building Washington DC 20515-3602,202-225-2701,
Perry,Scott,,,Scott Perry,1962-05-27,rep,PA,Republican,https://perry.house.gov,2160 Rayburn House Office Building Washington DC 20515-3810,202-225-5836,
Cartwright,Matthew,A.,Matt,Matt Cartwright,1961-05-01,rep,PA,Democrat,https://cartwright.house.gov,2102 Rayburn House Office Building Washington DC 20515-3808,202-225-5546,
Rice,Tom,,,Tom Rice,1957-08-04,rep,SC,Republican,https://rice.house.gov,460 Cannon House Office Building Washington DC 20515-4007,202-225-9895,
Cruz,Ted,,,Ted Cruz,1970-12-22,sen,TX,Republican,https://www.cruz.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5922,https://www.cruz.senate.gov/?p=form&id=16
Weber,Randy,K.,,"Randy K. Weber, Sr.",1953-07-02,rep,TX,Republican,https://weber.house.gov,107 Cannon House Office Building Washington DC 20515-4314,202-225-2831,
Castro,Joaquin,,,Joaquin Castro,1974-09-16,rep,TX,Democrat,https://castro.house.gov,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,
Williams,Roger,,,Roger Williams,1949-09-13,rep,TX,Republican,https://williams.house.gov,1708 Longworth House Office Building Washington DC 20515-4325,202-225-9896,
Veasey,Marc,A.,,Marc A. Veasey,1971-01-03,rep,TX,Democrat,https://veasey.house.gov,2348 Rayburn House Office Building Washington DC 20515-4333,202-225-9897,
Vela,Filemon,,,Filemon Vela,1963-02-13,rep,TX,Democrat,https://vela.house.gov,307 Cannon House Office Building Washington DC 20515-4334,202-225-9901,
Stewart,Chris,,,Chris Stewart,1960-07-15,rep,UT,Republican,https://stewart.house.gov,166 Cannon House Office Building Washington DC 20515-4402,202-225-9730,
Kaine,Timothy,,Tim,Tim Kaine,1958-02-26,sen,VA,Democrat,https://www.kaine.senate.gov,231 Russell Senate Office Building Washington DC 20510,202-224-4024,https://www.kaine.senate.gov/contact
Kilmer,Derek,,,Derek Kilmer,1974-01-01,rep,WA,Democrat,https://kilmer.house.gov,2059 Rayburn House Office Building Washington DC 20515-4706,202-225-5916,
Pocan,Mark,,,Mark Pocan,1964-08-14,rep,WI,Democrat,https://pocan.house.gov,1727 Longworth House Office Building Washington DC 20515-4902,202-225-2906,
Kelly,Robin,L.,,Robin L. Kelly,1956-04-30,rep,IL,Democrat,https://robinkelly.house.gov,2416 Rayburn House Office Building Washington DC 20515-1302,202-225-0773,
Smith,Jason,T.,,Jason Smith,1980-06-16,rep,MO,Republican,https://jasonsmith.house.gov,2418 Rayburn House Office Building Washington DC 20515-2508,202-225-4404,
Booker,Cory,Anthony,,Cory A. Booker,1969-04-27,sen,NJ,Democrat,https://www.booker.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-3224,https://www.booker.senate.gov/?p=contact
Clark,Katherine,M.,,Katherine M. Clark,1963-07-17,rep,MA,Democrat,https://katherineclark.house.gov,2448 Rayburn House Office Building Washington DC 20515-2105,202-225-2836,
Norcross,Donald,W.,,Donald Norcross,1958-12-13,rep,NJ,Democrat,https://norcross.house.gov,2427 Rayburn House Office Building Washington DC 20515-3001,202-225-6501,
Adams,Alma,S.,,Alma S. Adams,1946-05-27,rep,NC,Democrat,https://adams.house.gov,2436 Rayburn House Office Building Washington DC 20515-3312,202-225-1510,
Palmer,Gary,J.,,Gary J. Palmer,1954-05-14,rep,AL,Republican,https://palmer.house.gov,170 Cannon House Office Building Washington DC 20515-0106,202-225-4921,
Hill,J.,French,,J. Hill,1956-12-05,rep,AR,Republican,https://hill.house.gov,1533 Longworth House Office Building Washington DC 20515-0402,202-225-2506,
Westerman,Bruce,,,Bruce Westerman,1967-11-18,rep,AR,Republican,https://westerman.house.gov,202 Cannon House Office Building Washington DC 20515-0404,202-225-3772,
Gallego,Ruben,,,Ruben Gallego,1979-11-20,rep,AZ,Democrat,https://rubengallego.house.gov,1131 Longworth House Office Building Washington DC 20515-0307,202-225-4065,
DeSaulnier,Mark,,,Mark DeSaulnier,1952-03-31,rep,CA,Democrat,https://desaulnier.house.gov,503 Cannon House Office Building Washington DC 20515-0511,202-225-2095,
Aguilar,Pete,,,Pete Aguilar,1979-06-19,rep,CA,Democrat,https://aguilar.house.gov,109 Cannon House Office Building Washington DC 20515-0531,202-225-3201,
Lieu,Ted,,,Ted Lieu,1969-03-29,rep,CA,Democrat,https://lieu.house.gov,403 Cannon House Office Building Washington DC 20515-0533,202-225-3976,
Torres,Norma,J.,,Norma J. Torres,1965-04-04,rep,CA,Democrat,https://torres.house.gov,2227 Rayburn House Office Building Washington DC 20515-0535,202-225-6161,
Buck,Ken,,,Ken Buck,1959-02-16,rep,CO,Republican,https://buck.house.gov,2455 Rayburn House Office Building Washington DC 20515-0604,202-225-4676,
Carter,Earl,L.,Buddy,"Earl L. ""Buddy"" Carter",1957-09-06,rep,GA,Republican,https://buddycarter.house.gov,2432 Rayburn House Office Building Washington DC 20515-1001,202-225-5831,
Hice,Jody,B.,,Jody B. Hice,1960-04-22,rep,GA,Republican,https://hice.house.gov,404 Cannon House Office Building Washington DC 20515-1010,202-225-4101,
Loudermilk,Barry,,,Barry Loudermilk,1963-12-22,rep,GA,Republican,https://loudermilk.house.gov,2133 Rayburn House Office Building Washington DC 20515-1011,202-225-2931,
Allen,Rick,W.,,Rick W. Allen,1951-11-07,rep,GA,Republican,https://allen.house.gov,570 Cannon House Office Building Washington DC 20515-1012,202-225-2823,
Bost,Mike,,,Mike Bost,1960-12-30,rep,IL,Republican,https://bost.house.gov,1211 Longworth House Office Building Washington DC 20515-1312,202-225-5661,
Graves,Garret,,,Garret Graves,1972-01-31,rep,LA,Republican,https://garretgraves.house.gov,2402 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,
Moulton,Seth,,,Seth Moulton,1978-10-24,rep,MA,Democrat,https://moulton.house.gov,1127 Longworth House Office Building Washington DC 20515-2106,202-225-8020,
Moolenaar,John,R.,,John R. Moolenaar,1961-05-08,rep,MI,Republican,https://moolenaar.house.gov,117 Cannon House Office Building Washington DC 20515-2204,202-225-3561,
Dingell,Debbie,,,Debbie Dingell,1953-11-23,rep,MI,Democrat,https://debbiedingell.house.gov,116 Cannon House Office Building Washington DC 20515-2212,202-225-4071,
Lawrence,Brenda,L.,,Brenda L. Lawrence,1954-10-18,rep,MI,Democrat,https://lawrence.house.gov,2463 Rayburn House Office Building Washington DC 20515-2214,202-225-5802,
Emmer,Tom,,,Tom Emmer,1961-03-03,rep,MN,Republican,https://emmer.house.gov,315 Cannon House Office Building Washington DC 20515-2306,202-225-2331,
Rouzer,David,,,David Rouzer,1972-02-16,rep,NC,Republican,https://rouzer.house.gov,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,
Watson Coleman,Bonnie,,,Bonnie Watson Coleman,1945-02-06,rep,NJ,Democrat,https://watsoncoleman.house.gov,168 Cannon House Office Building Washington DC 20515-3012,202-225-5801,
Zeldin,Lee,M.,,Lee M. Zeldin,1980-01-30,rep,NY,Republican,https://zeldin.house.gov,2441 Rayburn House Office Building Washington DC 20515-3201,202-225-3826,
Rice,Kathleen,M.,,Kathleen M. Rice,1965-02-15,rep,NY,Democrat,https://kathleenrice.house.gov,2435 Rayburn House Office Building Washington DC 20515-3204,202-225-5516,
Stefanik,Elise,M.,,Elise M. Stefanik,1984-07-02,rep,NY,Republican,https://stefanik.house.gov,2211 Rayburn House Office Building Washington DC 20515-3221,202-225-4611,
Katko,John,,,John Katko,1962-11-09,rep,NY,Republican,https://katko.house.gov,2428 Rayburn House Office Building Washington DC 20515-3224,202-225-3701,
Boyle,Brendan,F.,,Brendan F. Boyle,1977-02-06,rep,PA,Democrat,https://boyle.house.gov,1133 Longworth House Office Building Washington DC 20515-3802,202-225-6111,
Babin,Brian,,,Brian Babin,1948-03-23,rep,TX,Republican,https://babin.house.gov,2236 Rayburn House Office Building Washington DC 20515-4336,202-225-1555,
Beyer,Donald,S.,,"Donald S. Beyer, Jr.",1950-06-20,rep,VA,Democrat,https://beyer.house.gov,1119 Longworth House Office Building Washington DC 20515-4608,202-225-4376,
Plaskett,Stacey,E.,,Stacey E. Plaskett,1966-05-13,rep,VI,Democrat,https://plaskett.house.gov,2404 Rayburn House Office Building Washington DC 20515-5500,202-225-1790,
Newhouse,Dan,,,Dan Newhouse,1955-07-10,rep,WA,Republican,https://newhouse.house.gov,504 Cannon House Office Building Washington DC 20515-4704,202-225-5816,
Grothman,Glenn,,,Glenn Grothman,1955-07-03,rep,WI,Republican,https://grothman.house.gov,1427 Longworth House Office Building Washington DC 20515-4906,202-225-2476,
Mooney,Alexander,X.,,Alexander Mooney,1971-06-05,rep,WV,Republican,https://mooney.house.gov,2228 Rayburn House Office Building Washington DC 20515-4802,202-225-2711,
